Company,Name,Ref,Review Date,Cocoa Percent,Company Location,Rating,Broad Bean Origin,Bean Type,,,,
Emerald Estate,Emerald Estate,1137,2013,60,St. Lucia,2.75,St. Lucia,,,,,
Blanxart,Organic Dark,322,2009,72,Spain,2.75,,,,,,
Chocovic,Kendari,439,2009,60,Spain,3.25,,,,,,
Cacao Sampaka,Ecuador,523,2010,71,Spain,3.75,Ecuador,,,,,
Chocovic,Xoconusco,478,2010,71,Spain,3.25,Mexico,Criollo,,,,
Cacao Sampaka,Venezuela,537,2010,77,Spain,3.5,Venezuela,,,,,
Chocovic,Tarakan,439,2009,75,Spain,3.25,,,,,,
Cacao Sampaka,Grenada,537,2010,71,Spain,3.25,Grenada,Trinitario,,,,
Cacao Sampaka,Papua,523,2010,71,Spain,4,Papua New Guinea,,,,,
Chocovic,Sambirano,478,2010,71,Spain,3.5,Madagascar,Trinitario,,,,
Amatller (Simon Coll),Ghana,322,2009,70,Spain,3,Ghana,Forastero,,,,
Amatller (Simon Coll),Ghana,464,2009,85,Spain,3,Ghana,Forastero,,,,
Chocovic,Ocumare,209,2008,71,Spain,3.5,Venezuela,Criollo,,,,
Chocovic,Maragda,117,2007,70,Spain,3,,Blend,,,,
Pangea,Matasawalevu,1860,2016,76,Spain,3,Fiji,,,,,
Cacao Sampaka,Venezuela,537,2010,71,Spain,3.5,Venezuela,,,,,
Amatller (Simon Coll),Ecuador,464,2009,85,Spain,2.75,Ecuador,,,,,
Cacao Sampaka,Madagascar,508,2010,71,Spain,3.5,Madagascar,Trinitario,,,,
Chocovic,Guyave,117,2007,71,Spain,2.5,Grenada,Trinitario,,,,
Enric Rovira (Claudio Corallo),Terreiro Velho P.,565,2010,80,Spain,3.25,Sao Tome & Principe,Forastero,,,,
Amatller (Simon Coll),Ecuador,327,2009,70,Spain,2.75,Ecuador,,,,,
Roasting Masters,Maleku,1844,2016,70,South Korea,3.25,Costa Rica,,,,,
De Villiers,Bundibugyo District,1832,2016,70,South Africa,2.5,Uganda,Forastero,,,,
Ocelot,Piura,1558,2015,75,Scotland,4,Peru,Criollo,,,,
iQ Chocolate,black label,943,2012,72,Scotland,3,Peru,,,,,
Ocelot,Virunga,1558,2015,70,Scotland,3.75,Congo,Forastero,,,,
Claudio Corallo,Principe,252,2008,100,Sao Tome,1,Sao Tome & Principe,Forastero,,,,
Claudio Corallo,Terreiro Velho P.,227,2008,75,Sao Tome,4,Sao Tome & Principe,Forastero,,,,
Claudio Corallo,Terreiro Velho P.,470,2010,73,Sao Tome,3.75,Sao Tome & Principe,Forastero,,,,
Claudio Corallo,Terreiro Velho P. w/ sugar crystals,209,2008,80,Sao Tome,3,Sao Tome & Principe,Forastero,,,,
Britarev,Ecuador,1638,2015,70,Russia,3.25,Ecuador,,,,,
Loiza,Puerto Rico,1049,2013,65,Puerto Rico,2.5,Puerto Rico,,,,,
Forteza (Cortes),Puerto Rico,1776,2016,80,Puerto Rico,2.75,Domincan Republic,,,,,
Forteza (Cortes),Dominican Republic,1776,2016,70,Puerto Rico,2.75,Domincan Republic,,,,,
Cacao Arabuco,Puerto Rico,1606,2015,70,Puerto Rico,2.5,Puerto Rico,,,,,
Feitoria Cacao,Blue Mountain,1732,2016,76,Portugal,3,Jamaica,,,,,
Feitoria Cacao,Maya Mountain,1736,2016,76,Portugal,2.75,Belize,Trinitario,,,,
Feitoria Cacao,Cuyagua,1736,2016,76,Portugal,2.5,Venezuela,,,,,
Manufaktura Czekolady,Kolumbia,1279,2014,85,Poland,3.5,Colombia,,,,,
Manufaktura Czekolady,Porcelana,1255,2014,70,Poland,3.75,Venezuela,Criollo,,,,
Manufaktura Czekolady,Grand Cru Ghana,871,2012,70,Poland,3.5,Ghana,Forastero,,,,
Manufaktura Czekolady,Grand Cru Ecuador,875,2012,70,Poland,3.25,Ecuador,,,,,
Manufaktura Czekolady,Grand Cru Dominican Republic,871,2012,70,Poland,3.25,Dominican Republic,,,,,
Raw Cocoa,Raw,867,2012,70,Poland,2.5,,Criollo,,,,
Manufaktura Czekolady,Johe,1844,2016,70,Poland,3.75,Nicaragua,,,,,
Manufaktura Czekolady,Peru,1848,2016,70,Poland,3.5,Peru,,,,,
Cacaosuyo (Theobroma Inversiones),Piura,1173,2013,70,Peru,3.25,Peru,,,,,
Pascha,Peru,1137,2013,70,Peru,2.75,Peru,,,,,
Orquidea,Peru,859,2012,72,Peru,3,Peru,,,,,
Pascha,Peru,1137,2013,55,Peru,2.5,Peru,,,,,
Orquidea,Peru,859,2012,65,Peru,3,Peru,,,,,
Machu Picchu Trading Co.,Peru,552,2010,55,Peru,2.25,Peru,,,,,
La Oroquidea,Peruvian Amazon,721,2011,72,Peru,2.5,Peru,,,,,
Machu Picchu Trading Co.,Peru,721,2011,70,Peru,1.5,Peru,,,,,
Shattell,Porcelana,757,2011,75,Peru,3.5,Peru,Criollo,,,,
Momotombo,Matagalpa,661,2011,70,Nicaragua,2.75,Nicaragua,,,,,
Momotombo,Oscuro,772,2011,70,Nicaragua,3.25,Nicaragua,,,,,
Momotombo,Mombacho,661,2011,70,Nicaragua,2.75,Nicaragua,,,,,
Captain Pembleton,Kulili Estate,1263,2014,70,New Zealand,3.75,Papua New Guinea,,,,,
Solomons Gold,Solomon Island,1792,2016,70,New Zealand,3.25,Solomon Islands,,,,,
Hogarth,Conacado,1712,2016,75,New Zealand,3.25,Domincan Republic,Trinitario,,,,
Wellington Chocolate Factory,Conacado,1756,2016,70,New Zealand,3.5,Dominican Republic,Trinitario,,,,
Ocho,Sang Yum Coop,1760,2016,100,New Zealand,2.75,Samoa,,,,,
Whittakers,Ghana,733,2011,72,New Zealand,2.5,Ghana,Forastero,,,,
Hogarth,Gran Blanco,1712,2016,66,New Zealand,3.5,Peru,Criollo,,,,
Hogarth,Akesson's Estate,1712,2016,70,New Zealand,2.75,Madagascar,Trinitario,,,,
Ocho,Sang Yum Coop,1760,2016,70,New Zealand,3.5,Samoa,,,,,
Hogarth,Carenero Superior,1712,2016,72,New Zealand,2.75,Venezuela,Trinitario,,,,
Solomons Gold,Solomon Island w/ nibs,1796,2016,75,New Zealand,3.25,Solomon Islands,,,,,
Ah Cacao,Tabasco,316,2009,70,Mexico,3,Mexico,Criollo,,,,
Ki' Xocolatl,Dark,431,2009,72,Mexico,2,Mexico,,,,,
Chokolat Elot (Girard),Guadeloupe,1149,2013,42,Martinique,2.75,Martinique,,,,,
Vao Vao (Chocolaterie Robert),Madagascar,404,2009,72,Madagascar,2.75,Madagascar,Trinitario,,,,
Vao Vao (Chocolaterie Robert),Madagascar,404,2009,80,Madagascar,2.75,Madagascar,Trinitario,,,,
Madecasse (Cinagra),Madagascar,284,2008,70,Madagascar,3.75,Madagascar,Trinitario,,,,
Menakao (aka Cinagra),Madagascar,837,2012,80,Madagascar,2.5,Madagascar,Trinitario,,,,
Vao Vao (Chocolaterie Robert),Madagascar,404,2009,64,Madagascar,3.25,Madagascar,Trinitario,,,,
Madecasse (Cinagra),Madagascar,284,2008,67,Madagascar,3.5,Madagascar,Trinitario,,,,
Vao Vao (Chocolaterie Robert),Madagascar,404,2009,70,Madagascar,3,Madagascar,Trinitario,,,,
Madecasse (Cinagra),Madagascar,288,2008,75,Madagascar,3.5,Madagascar,Trinitario,,,,
Menakao (aka Cinagra),Madagascar,841,2012,72,Madagascar,2.5,Madagascar,Trinitario,,,,
Robert (aka Chocolaterie Robert),Madagascar,1061,2013,75,Madagascar,3.25,Madagascar,Trinitario,,,,
Malagasy (Chocolaterie Robert),Mora Mora 2006,184,2007,73,Madagascar,3.5,Madagascar,Trinitario,,,,
Malagasy (Chocolaterie Robert),Sambirano 2006,184,2007,75,Madagascar,2.75,Madagascar,Trinitario,,,,
Vao Vao (Chocolaterie Robert),Madagascar,404,2009,76,Madagascar,2.75,Madagascar,Trinitario,,,,
Robert (aka Chocolaterie Robert),Madagascar w/ nibs,1061,2013,68,Madagascar,3.25,Madagascar,Trinitario,,,,
Madecasse (Cinagra),Madagascar,284,2008,63,Madagascar,4,Madagascar,Trinitario,,,,
Vao Vao (Chocolaterie Robert),Madagascar w/ nibs,404,2009,68,Madagascar,3,Madagascar,Trinitario,,,,
Na�ve,Barinas,1399,2014,70,Lithuania,3,Venezuela,,,,,
Naive,Trinidad & Tobago,1046,2013,70,Lithuania,3.75,Trinidad,,,,,
Na�ve,Nicaragua,1379,2014,70,Lithuania,3.25,Nicaragua,Criollo,,,,
Naive,Chuao,1399,2014,75,Lithuania,2.75,Venezuela,Trinitario,,,,
Naive,Grenada,867,2012,71,Lithuania,2.5,Grenada,Trinitario,,,,
Tablette (aka Vanillabeans),Papua,1450,2015,62,Japan,3.25,Papua New Guinea,,,,,
Tablette (aka Vanillabeans),Vietnam,1450,2015,60,Japan,3.25,Vietnam,Trinitario,,,,
Cacao Store,Madagascar,1684,2015,70,Japan,3,Madagascar,Trinitario,,,,
ChocoReko,Patanemo,1454,2015,77,Japan,3,Venezuela,Criollo,,,,
Emily's,Peru,1454,2015,78,Japan,3.5,Peru,Criollo,,,,
Tablette (aka Vanillabeans),Colombia,1450,2015,70,Japan,3,Colombia,,,,,
Cacao Store,Peru,1684,2015,70,Japan,3.25,Peru,,,,,
Emily's,Patanemo,1450,2015,79,Japan,3,Venezuela,,,,,
Cacao Store,Vietnam,1684,2015,70,Japan,3.5,Vietnam,Trinitario,,,,
Tablette (aka Vanillabeans),Trinidad,1680,2015,77,Japan,2.75,Trinidad,Trinitario,,,,
Amedei,Ecuador,123,2007,70,Italy,3,Ecuador,Trinitario,,,,
S.A.I.D.,Samana,615,2010,70,Italy,3,Dominican Republic,,,,,
Maglio,Ecuador,308,2008,70,Italy,3,Ecuador,Forastero (Nacional),,,,
C-Amaro,Venezuela,809,2012,80,Italy,3,Venezuela,,,,,
Domori,Sur del Lago Classificado,87,2006,70,Italy,3,Venezuela,Trinitario,,,,
S.A.I.D.,Arawak,615,2010,72,Italy,3.5,Carribean,,,,,
Domori,Madagared,192,2007,70,Italy,3.5,Madagascar,Criollo,,,,
Guido Castagna,Blend,355,2009,64,Italy,3.25,Ven,,,,,
Maglio,Africa,300,2008,75,Italy,2,Tanzania,,,,,
Domori,Guasare,863,2012,70,Italy,3.75,Venezuela,,,,,
Maglio,Santo Domingo,308,2008,70,Italy,3.75,Dominican Republic,Blend-Forastero,,,,
Domori,Ecuador,192,2007,70,Italy,4,Ecuador,Forastero (Arriba),,,,
Amedei,Madagascar,123,2007,70,Italy,4,Madagascar,Trinitario (85% Criollo),,,,
S.A.I.D.,100 percent,615,2010,100,Italy,1.5,,,,,,
Amedei,Chuao,111,2007,70,Italy,5,Venezuela,Trinitario,,,,
Amedei,Nine,111,2007,75,Italy,4,,Blend,,,,
Amedei,Grenada,123,2007,70,Italy,3.5,Grenada,Trinitario,,,,
C-Amaro,Trinidad,765,2011,70,Italy,2.5,Trinidad,Trinitario,,,,
Domori,Morogoro,863,2012,70,Italy,3.5,Tanzania,,,,,
Guido Castagna,Ghana,355,2009,64,Italy,3,Ghana,Forastero,,,,
Silvio Bessone,Maya Belize,717,2011,67,Italy,3,Belize,Criollo,,,,
Domori,Madagascar,135,2007,70,Italy,3.5,Madagascar,Trinitario,,,,
Amedei,Jamaica,123,2007,70,Italy,3,Jamaica,Trinitario,,,,
Domori,Granella,135,2007,60,Italy,3.25,Venezuela,Trinitario,,,,
Majani,Ecuador,531,2010,70,Italy,2,Ecuador,,,,,
C-Amaro,Cuba,1442,2014,75,Italy,2.5,Cuba,,,,,
C-Amaro,Ecuador,1185,2013,100,Italy,3.5,Ecuador,,,,,
Guido Castagna,Lacri Blend,355,2009,76,Italy,3,Venezuela,,,,,
Amedei,Porcelana,111,2007,70,Italy,4,Venezuela,Criollo (Porcelana),,,,
C-Amaro,Sao Tome,749,2011,78,Italy,2.25,Sao Tome,Forastero,,,,
Domori,Carenero Superior,87,2006,70,Italy,3.5,Venezuela,Trinitario,,,,
Amedei,Toscano Black,40,2006,70,Italy,5,,Blend,,,,
Domori,Ilblend,272,2008,70,Italy,3.75,,Blend,,,,
Pura Delizia,Venezuela,931,2012,73,Italy,2.75,Venezuela,,,,,
C-Amaro,Dominican Republic,1442,2014,72,Italy,3,Dominican Republic,,,,,
Domori,Teyuna,272,2008,70,Italy,3,Colombia,,,,,
Domori,Porcelana,111,2007,70,Italy,4,Venezuela,Criollo (Porcelana),,,,
Domori,Apurimac,87,2006,70,Italy,3.25,Peru,Trinitario,,,,
S.A.I.D.,Malgascio,607,2010,64,Italy,3.5,Madagascar,Trinitario,,,,
S.A.I.D.,Latino,615,2010,72,Italy,3.5,,,,,,
Amedei,Venezuela,123,2007,70,Italy,3.75,Venezuela,Trinitario (85% Criollo),,,,
Amedei,Toscano Black,170,2007,63,Italy,3.5,,Blend,,,,
Amedei,Toscano Black,75,2006,66,Italy,4,,Blend,,,,
Guido Castagna,Arriba,355,2009,64,Italy,3,Ecuador,Forastero (Arriba) ASS,,,,
Domori,Blend No. 1,272,2008,78,Italy,3.5,,Blend,,,,
Guido Castagna,Trinidad & Tobago,355,2009,64,Italy,3,Trinidad,,,,,
Domori,Ocumare 77,1672,2015,70,Italy,3.75,Venezuela,Criollo (Ocumare 77),,,,
Maglio,Cuba,308,2008,70,Italy,3.25,Cuba,Criollo,,,,
Amedei,Trinidad,129,2007,70,Italy,3.5,Trinidad,Trinitario,,,,
Domori,Hacienda Victoria,1672,2015,70,Italy,3.75,Ecuador,,,,,
Holy Cacao,San Martin,431,2009,70,Israel,3.5,Peru,,,,,
Holy Cacao,Gran Couva,1466,2015,70,Israel,3.5,Trinidad,Trinitario,,,,
Holy Cacao,Mara,1466,2015,70,Israel,3.5,Venezuela,,,,,
Holy Cacao,Sambirano,1466,2015,70,Israel,3.5,Madagascar,Trinitario,,,,
Holy Cacao,Hispaniola w/ nibs,431,2009,75,Israel,3.75,Dominican Republic,,,,,
Holy Cacao,Hispaniola,431,2009,70,Israel,2.75,Dominican Republic,,,,,
Holy Cacao,Ivory Coast,431,2009,70,Israel,2.5,Ivory Coast,,,,,
Wilkie's Organic,Amazonas,1169,2013,89,Ireland,2.75,Peru,Criollo,,,,
Wilkie's Organic,Amazonas,1169,2013,75,Ireland,2.5,Peru,Criollo,,,,
Wilkie's Organic,Tumbes,1169,2013,75,Ireland,3.25,Peru,Criollo,,,,
Wilkie's Organic,Amazonas w/ nibs,1173,2013,75,Ireland,2.75,Peru,Criollo,,,,
Indah,India (south),1788,2016,61,India,2.5,India,,,,,
Omnom,Papua New Guinea,1247,2014,70,Iceland,3,Papua New Guinea,,,,,
Omnom,Madagascar,1247,2014,66,Iceland,3.5,Madagascar,Trinitario,,,,
Rozsavolgyi,Carenero Superior,713,2011,73,Hungary,3.5,Venezuela,Criollo,,,,
Szanto Tibor,Santo Domingo,939,2012,70,Hungary,3.25,Dominican Republic,,,,,
Rozsavolgyi,Sur del Lago,809,2012,84,Hungary,2.5,Venezuela,,,,,
Szanto Tibor,Millot Plantation,939,2012,70,Hungary,3.25,Madagascar,,,,,
Rozsavolgyi,Principe,765,2011,77,Hungary,2.75,Principe,Forastero,,,,
Szanto Tibor,Ambolikapiky,1704,2015,70,Hungary,3.25,Madagascar,Trinitario,,,,
Szanto Tibor,Porcelana,1263,2014,70,Hungary,3.5,Venezuela,Criollo,,,,
Szanto Tibor,Cacao Blanco,1193,2013,70,Hungary,3.25,Nicaragua,,,,,
Szanto Tibor,Baracoa,1263,2014,70,Hungary,3.75,Cuba,Trinitario,,,,
Rozsavolgyi,Porcelana,717,2011,71,Hungary,2.5,Venezuela,,,,,
Szanto Tibor,Crudo,761,2011,70,Hungary,3,Venezuela,,,,,
Szanto Tibor,Baracoa,1704,2015,88,Hungary,3.25,Cuba,Trinitario,,,,
Szanto Tibor,Nacional,1668,2015,70,Hungary,3.25,Ecuador,,,,,
Mesocacao,El Salvador,1494,2015,70,Honduras,3,El Salvador,,,,,
Mesocacao,El Salvador,1494,2015,80,Honduras,2.75,El Salvador,,,,,
Mesocacao,Honduras,1347,2014,70,Honduras,3.5,Honduras,,,,,
Mesocacao,Honduras,1347,2014,80,Honduras,3.25,Honduras,,,,,
Danta,Sambirano,987,2012,70,Guatemala,3.75,Madagascar,Trinitario,,,,
Danta,Los Ujuxtes,987,2012,70,Guatemala,3.75,Guatemala,,,,,
Danta,Chuao,987,2012,75,Guatemala,3,Venezuela,Trinitario,,,,
Danta,Los Ujuxtes,661,2011,60,Guatemala,3.5,Guatemala,,,,,
Danta,Las Acacias E.,423,2009,75,Guatemala,3,Guatemala,Criollo,,,,
Danta,Las Acacias E.,987,2012,70,Guatemala,4,Guatemala,Criollo,,,,
Rain Republic,Suchitepequez E.,470,2010,70,Guatemala,2.75,Guatemala,,,,,
Danta,Los Ujuxtes,1223,2014,82,Guatemala,3.25,Guatemala,,,,,
Danta,Las Acacias E.,423,2009,60,Guatemala,3.25,Guatemala,Criollo,,,,
Grenada Chocolate Co.,Grenada,494,2010,82,Grenada,3.25,Grenada,Trinitario,,,,
Grenada Chocolate Co.,Grenada,363,2009,60,Grenada,2.75,Grenada,Trinitario,,,,
Grenada Chocolate Co.,Grenada,241,2008,71,Grenada,2.5,Grenada,Trinitario,,,,
Omanhene,Ghana,693,2011,80,Ghana,2.75,Ghana,Forastero,,,,
Kakao,Peru,837,2012,64,Germany,2.5,Peru,,,,,
Belyzium,Belize south,1768,2016,83,Germany,3.5,Belize,Trinitario,,,,
Hachez,Arriba,166,2007,77,Germany,2.5,Ecuador,Forastero (Arriba),,,,
Georgia Ramon,Conacado Coop,1646,2015,80,Germany,3.5,Domincan Republic,Trinitario,,,,
Belyzium,Belize south,1768,2016,78,Germany,3,Belize,Trinitario,,,,
Choco Del Sol,Maya Mountain w/ nibs,1407,2014,75,Germany,3,Belize,Trinitario,,,,
Choco Del Sol,Maya Mountain,1407,2014,82,Germany,3.25,Belize,Trinitario,,,,
Coppeneur,Grenada,470,2010,72,Germany,3.25,Grenada,Trinitario,,,,
Coppeneur,Ocumare 61,558,2010,72,Germany,3.25,Venezuela,Criollo (Ocumare 61),,,,
Coppeneur,Madagascar,959,2012,70,Germany,3.5,Madagascar,Trinitario,,,,
Coppeneur,Trinidad,558,2010,72,Germany,3,Trinidad,Trinitario,,,,
Georgia Ramon,ABOCFA Coop,1642,2015,70,Germany,4,Ghana,Forastero,,,,
Georgia Ramon,Akesson P.,1642,2015,65,Germany,3.25,Madagascar,Trinitario,,,,
Coppeneur,Ghana Puristique,813,2012,85,Germany,3.5,Ghana,Forastero,,,,
Coppeneur,Chuao 70hr,451,2009,70,Germany,3.75,Venezuela,Criollo,,,,
Coppeneur,Chuao 100hr,451,2009,70,Germany,3.5,Venezuela,Criollo,,,,
Coppeneur,Chuao,478,2010,70,Germany,3,Venezuela,Trinitario,,,,
Georgia Ramon,Conacado Coop,1646,2015,70,Germany,3.5,Domincan Republic,Trinitario,,,,
Coppeneur,Uba Budo,821,2012,72,Germany,3.75,Sao Tome & Principe,Forastero,,,,
Georgia Ramon,Akesson P.,1646,2015,75,Germany,3.5,Madagascar,Trinitario,,,,
Coppeneur,Ecuador Puristique,817,2012,100,Germany,1.5,Ecuador,,,,,
Coppeneur,Jamaica,558,2010,72,Germany,3.25,Jamaica,Trinitario,,,,
Kakao,Vanuatu,387,2009,65,Germany,3.75,Vanuatu,Trinitario,,,,
A. Morin,Panama,1011,2013,70,France,2.75,Panama,,,,,
Valrhona,Le Noir Extra Amer,147,2007,85,France,1.5,,,,,,
Bonnat,Gabon,1042,2013,75,France,3.25,Gabon,,,,,
Bonnat,Equateur,123,2007,75,France,2.5,Ecuador,Forastero (Arriba),,,,
Durand,Madagascar,841,2012,82,France,2.75,Madagascar,Trinitario,,,,
Erithaj (A. Morin),Ham Luong,1209,2014,80,France,3,Vietnam,Trinitario,,,,
A. Morin,Brazil,1011,2013,70,France,3.25,Brazil,,,,,
Alain Ducasse,Vietnam,1215,2014,75,France,2.75,Vietnam,Trinitario,,,,
Bonnat,One Hundred,81,2006,100,France,1.5,,,,,,
La Maison du Chocolat (Valrhona),Kuruba,439,2009,60,France,3,,,,,,
Michel Cluizel,Noir Infini,81,2006,99,France,2,,,,,,
Pralus,Cuyagua,451,2009,75,France,2,Venezuela,,,,,
Pralus,Colombie,40,2006,75,France,3.5,Colombia,Trinitario,,,,
A. Morin,Akata,1680,2015,70,France,3.5,Togo,,,,,
A. Morin,Pablino,1319,2014,70,France,4,Peru,,,,,
A. Morin,Chanchamayo Province,1019,2013,63,France,4,Peru,,,,,
A. Morin,Chanchamayo Province,1019,2013,70,France,3.5,Peru,,,,,
La Maison du Chocolat (Valrhona),Orinoco,445,2009,60,France,3.75,,,,,,
Erithaj (A. Morin),Ba Lai,1209,2014,74,France,3.25,Vietnam,Trinitario,,,,
Pralus,Ghana,40,2006,75,France,3.25,Ghana,Forastero,,,,
Debauve & Gallais (Michel Cluizel),Papua New Guinea,423,2009,64,France,3,Papua New Guinea,,,,,
A. Morin,Puerto Cabello,1319,2014,70,France,3.75,Venezuela,Criollo,,,,
Alain Ducasse,Madagascar,1215,2014,75,France,3,Madagascar,Trinitario,,,,
Kaoka (Cemoi),Ecuador,423,2009,80,France,2.75,Ecuador,,,,,
Michel Cluizel,Carre Amer,24,2006,60,France,2,,,,,,
Pralus,Trinidad,5,2006,75,France,3.5,Trinidad,Trinitario,,,,
Valrhona,Caraibe,63,2006,66,France,3,Carribean,Trinitario,,,,
A. Morin,Piura,1019,2013,70,France,3.25,Peru,,,,,
Bonnat,Haiti,629,2011,75,France,4,Haiti,,,,,
La Maison du Chocolat (Valrhona),Tobago,1145,2013,60,France,3.25,Tobago,,,,,
Pralus,Dominican Republic-Organic,280,2008,75,France,2,Dominican Republic,,,,,
Pralus,Cuba,99,2006,75,France,3,Cuba,Trinitario,,,,
Debauve & Gallais (Michel Cluizel),Venezuela,263,2008,66,France,3.75,Venezuela,,,,,
Pralus,Chuao,486,2010,75,France,3.5,Venezuela,Trinitario,,,,
Valrhona,Gran Couva 2005 P.,75,2006,64,France,2.5,Trinidad,Trinitario,,,,
A. Morin,Carenero,1315,2014,70,France,2.75,Venezuela,Criollo,,,,
Ara,Chiapas,1379,2014,72,France,2.5,Mexico,,,,,
Bonnat,Cuba,629,2011,75,France,3.5,Cuba,Trinitario,,,,
Cacao Barry,Venezuela,141,2007,72,France,2,Venezuela,,,,,
Chloe Chocolat,Blend No. 1,672,2011,70,France,3.5,,,,,,
Erithaj (A. Morin),Ben Tre,1205,2014,70,France,3.25,Vietnam,Trinitario,,,,
Michel Cluizel,Carre Grand Noir,24,2006,85,France,2,,,,,,
Pralus,Jamaique,32,2006,75,France,4,Jamaica,Trinitario,,,,
Valrhona,Manjari,129,2007,64,France,4,Madagascar,Criollo,,,,
Michel Cluizel,Vila Gracinda,135,2007,67,France,3.5,Sao Tome,Forastero,,,,
A. Morin,Papua New Guinea,1015,2013,70,France,3.25,Papua New Guinea,,,,,
La Maison du Chocolat (Valrhona),Grenada,741,2011,68,France,3.5,Grenada,Trinitario,,,,
Laia aka Chat-Noir,Cuba,1434,2014,70,France,2.75,Cuba,,,,,
Valrhona,Caraque,709,2011,56,France,3.25,,,,,,
Valrhona,Alpaco,370,2009,66,France,3.75,Ecuador,,,,,
Valrhona,Nyangbo,395,2009,68,France,3.5,Ghana,Forastero,,,,
Valrhona,Chuao 2002 P.,129,2007,65,France,3.75,Venezuela,Trinitario,,,,
A. Morin,Bolivia,797,2012,70,France,3.5,Bolivia,,,,,
Bonnat,Surfin,1418,2014,65,France,3.75,Venez,,,,,
Bonnat,Ceylan,81,2006,75,France,3,Sri Lanka,,,,,
Pralus,Peru,1446,2015,75,France,3.25,Peru,,,,,
Pralus,Fortissima,93,2006,80,France,4,Ecuador,Criollo,,,,
A. Morin,Chuao,1015,2013,70,France,4,Venezuela,Trinitario,,,,
Bonnat,Ivory Coast,331,2009,75,France,3,Ivory Coast,,,,,
A. Morin,Atsane,1676,2015,70,France,3,Togo,,,,,
A. Morin,Equateur,1011,2013,70,France,3.75,Ecuador,,,,,
Ara,Trincheras,1379,2014,75,France,3,Venezuela,,,,,
Michel Cluizel,Mangaro P.,24,2006,65,France,4,Madagascar,Trinitario,,,,
A. Morin,Cuba,1315,2014,70,France,3.5,Cuba,,,,,
A. Morin,Colombie,1015,2013,70,France,2.75,Colombia,,,,,
Bonnat,Maragnam,1038,2013,75,France,3.5,Brazil,,,,,
Valrhona,Abinao,153,2007,85,France,2.5,West Africa,Forastero,,,,
Alain Ducasse,Chuao,1061,2013,75,France,2.5,Venezuela,Trinitario,,,,
Cacao Barry,Tanzania,300,2008,75,France,2,Tanzania,,,,,
