GallusID,GallusBreed,Day,Age,GallusWeight,GallusEggColor,GallusEggWeight,AmountOfFeed,EggsPerDay,GallusCombType,SunLightExposure,GallusClass,GallusLegShanksColor,GallusBeakColor,GallusEarLobesColor,GallusPlumage
Marans51,Marans,4,913,2330,Brown,40.57,113,1,Single,10,Continental,White,White,NULL,Blue
Marans51,Marans,5,913,2330,Brown,40.57,113,1,Single,10,Continental,White,White,NULL,Blue
Marans52,Marans,1,84,2280,Brown,31.8,115,1,Single,7,Continental,White,White,NULL,Blue Copper
Marans52,Marans,2,84,2280,Brown,31.8,115,1,Single,7,Continental,White,White,NULL,Blue Copper
Marans52,Marans,3,84,2280,Brown,31.8,115,1,Single,7,Continental,White,White,NULL,Blue Copper
Marans52,Marans,4,84,2280,Brown,31.8,115,1,Single,7,Continental,White,White,NULL,Blue Copper
Marans52,Marans,5,84,2280,Brown,31.8,115,1,Single,7,Continental,White,White,NULL,Blue Copper
Marans53,Marans,1,660,2640,Brown,39.02,124,1,Single,8,Continental,White,White,NULL,Blue Copper
Marans53,Marans,2,660,2640,Brown,39.02,124,1,Single,8,Continental,White,White,NULL,Blue Copper
Marans53,Marans,3,660,2640,Brown,39.02,124,1,Single,8,Continental,White,White,NULL,Blue Copper
Marans53,Marans,4,660,2640,Brown,39.02,124,1,Single,8,Continental,White,White,NULL,Blue Copper
Marans53,Marans,5,660,2640,Brown,39.02,124,1,Single,8,Continental,White,White,NULL,Blue Copper
Marans54,Marans,1,491,2170,Brown,40.74,116,1,Single,9,Continental,White,White,NULL,Splash Copper
Marans54,Marans,2,491,2170,Brown,40.74,116,1,Single,9,Continental,White,White,NULL,Splash Copper
Marans54,Marans,3,491,2170,Brown,40.74,116,1,Single,9,Continental,White,White,NULL,Splash Copper
Marans54,Marans,4,491,2170,Brown,40.74,116,1,Single,9,Continental,White,White,NULL,Splash Copper
Marans54,Marans,5,491,2170,Brown,40.74,116,1,Single,9,Continental,White,White,NULL,Splash Copper
Marans55,Marans,1,699,2790,Brown,47,126,1,Single,10,Continental,White,White,NULL,Blue
Marans55,Marans,2,699,2790,Brown,47,126,1,Single,10,Continental,White,White,NULL,Blue
Marans55,Marans,3,699,2790,Brown,47,126,1,Single,10,Continental,White,White,NULL,Blue
Marans55,Marans,4,699,2790,Brown,47,126,1,Single,10,Continental,White,White,NULL,Blue
Marans55,Marans,5,699,2790,Brown,47,126,1,Single,10,Continental,White,White,NULL,Blue
Marans56,Marans,1,228,1530,Brown,46.59,107,1,Single,9,Continental,White,White,NULL,Splash Copper
Marans56,Marans,2,228,1530,Brown,46.59,107,1,Single,9,Continental,White,White,NULL,Splash Copper
Marans56,Marans,3,228,1530,Brown,46.59,107,1,Single,9,Continental,White,White,NULL,Splash Copper
Marans56,Marans,4,228,1530,Brown,46.59,107,1,Single,9,Continental,White,White,NULL,Splash Copper
Marans56,Marans,5,228,1530,Brown,46.59,107,1,Single,9,Continental,White,White,NULL,Splash Copper
Marans57,Marans,1,102,2030,Brown,41.08,112,1,Single,8,Continental,White,White,NULL,Splash Copper
Marans57,Marans,2,102,2030,Brown,41.08,112,1,Single,8,Continental,White,White,NULL,Splash Copper
Marans57,Marans,3,102,2030,Brown,41.08,112,1,Single,8,Continental,White,White,NULL,Splash Copper
Marans57,Marans,4,102,2030,Brown,41.08,112,1,Single,8,Continental,White,White,NULL,Splash Copper
Marans57,Marans,5,102,2030,Brown,41.08,112,1,Single,8,Continental,White,White,NULL,Splash Copper
Marans58,Marans,1,350,2330,Brown,43.45,115,1,Single,9,Continental,White,White,NULL,Splash
Marans58,Marans,2,350,2330,Brown,43.45,115,1,Single,9,Continental,White,White,NULL,Splash
Marans58,Marans,3,350,2330,Brown,43.45,115,1,Single,9,Continental,White,White,NULL,Splash
Marans58,Marans,4,350,2330,Brown,43.45,115,1,Single,9,Continental,White,White,NULL,Splash
Marans58,Marans,5,350,2330,Brown,43.45,115,1,Single,9,Continental,White,White,NULL,Splash
Marans59,Marans,1,407,2360,Brown,45.21,123,1,Single,9,Continental,White,White,NULL,Blue Copper
Marans59,Marans,2,407,2360,Brown,45.21,123,1,Single,9,Continental,White,White,NULL,Blue Copper
Marans59,Marans,3,407,2360,Brown,45.21,123,1,Single,9,Continental,White,White,NULL,Blue Copper
Marans59,Marans,4,407,2360,Brown,45.21,123,1,Single,9,Continental,White,White,NULL,Blue Copper
Marans59,Marans,5,407,2360,Brown,45.21,123,1,Single,9,Continental,White,White,NULL,Blue Copper
Marans60,Marans,1,124,2200,Brown,50.86,119,1,Single,7,Continental,White,White,NULL,Splash
Marans60,Marans,2,124,2200,Brown,50.86,119,1,Single,7,Continental,White,White,NULL,Splash
Marans60,Marans,3,124,2200,Brown,50.86,119,1,Single,7,Continental,White,White,NULL,Splash
Marans60,Marans,4,124,2200,Brown,50.86,119,1,Single,7,Continental,White,White,NULL,Splash
Marans60,Marans,5,124,2200,Brown,50.86,119,1,Single,7,Continental,White,White,NULL,Splash
Marans61,Marans,1,48,1880,Brown,46.4,124,1,Single,9,Continental,White,White,NULL,Blue
Marans61,Marans,2,48,1880,Brown,46.4,124,1,Single,9,Continental,White,White,NULL,Blue
Marans61,Marans,3,48,1880,Brown,46.4,124,1,Single,9,Continental,White,White,NULL,Blue
Marans61,Marans,4,48,1880,Brown,46.4,124,1,Single,9,Continental,White,White,NULL,Blue
Marans61,Marans,5,48,1880,Brown,46.4,124,1,Single,9,Continental,White,White,NULL,Blue
Marans62,Marans,1,866,1730,Brown,38.37,107,1,Single,10,Continental,White,White,NULL,Blue Copper
Marans62,Marans,2,866,1730,Brown,38.37,107,1,Single,10,Continental,White,White,NULL,Blue Copper
Marans62,Marans,3,866,1730,Brown,38.37,107,1,Single,10,Continental,White,White,NULL,Blue Copper
Marans62,Marans,4,866,1730,Brown,38.37,107,1,Single,10,Continental,White,White,NULL,Blue Copper
Marans62,Marans,5,866,1730,Brown,38.37,107,1,Single,10,Continental,White,White,NULL,Blue Copper
Marans63,Marans,1,990,1630,Brown,42.42,124,0,Single,9,Continental,White,White,NULL,Splash Copper
Marans63,Marans,2,990,1630,Brown,42.42,124,0,Single,9,Continental,White,White,NULL,Splash Copper
Marans63,Marans,3,990,1630,Brown,42.42,124,0,Single,9,Continental,White,White,NULL,Splash Copper
Marans63,Marans,4,990,1630,Brown,42.42,124,0,Single,9,Continental,White,White,NULL,Splash Copper
Marans63,Marans,5,990,1630,Brown,42.42,124,0,Single,9,Continental,White,White,NULL,Splash Copper
Marans64,Marans,1,461,2960,Brown,50.16,106,1,Single,9,Continental,White,White,NULL,Splash Copper
Marans64,Marans,2,461,2960,Brown,50.16,106,1,Single,9,Continental,White,White,NULL,Splash Copper
Marans64,Marans,3,461,2960,Brown,50.16,106,1,Single,9,Continental,White,White,NULL,Splash Copper
Marans64,Marans,4,461,2960,Brown,50.16,106,1,Single,9,Continental,White,White,NULL,Splash Copper
Marans64,Marans,5,461,2960,Brown,50.16,106,1,Single,9,Continental,White,White,NULL,Splash Copper
Marans65,Marans,1,664,1610,Brown,50.16,126,1,Single,7,Continental,White,White,NULL,Splash Copper
Marans65,Marans,2,664,1610,Brown,50.16,126,1,Single,7,Continental,White,White,NULL,Splash Copper
Marans65,Marans,3,664,1610,Brown,50.16,126,1,Single,7,Continental,White,White,NULL,Splash Copper
Marans65,Marans,4,664,1610,Brown,50.16,126,1,Single,7,Continental,White,White,NULL,Splash Copper
Marans65,Marans,5,664,1610,Brown,50.16,126,1,Single,7,Continental,White,White,NULL,Splash Copper
Marans66,Marans,1,555,2060,Brown,45.08,107,1,Single,8,Continental,White,White,NULL,Blue
Marans66,Marans,2,555,2060,Brown,45.08,107,1,Single,8,Continental,White,White,NULL,Blue
Marans66,Marans,3,555,2060,Brown,45.08,107,1,Single,8,Continental,White,White,NULL,Blue
Marans66,Marans,4,555,2060,Brown,45.08,107,1,Single,8,Continental,White,White,NULL,Blue
Marans66,Marans,5,555,2060,Brown,45.08,107,1,Single,8,Continental,White,White,NULL,Blue
Marans67,Marans,1,929,2510,Brown,38.66,114,1,Single,10,Continental,White,White,NULL,Blue Copper
Marans67,Marans,2,929,2510,Brown,38.66,114,1,Single,10,Continental,White,White,NULL,Blue Copper
Marans67,Marans,3,929,2510,Brown,38.66,114,1,Single,10,Continental,White,White,NULL,Blue Copper
Marans67,Marans,4,929,2510,Brown,38.66,114,1,Single,10,Continental,White,White,NULL,Blue Copper
Marans67,Marans,5,929,2510,Brown,38.66,114,1,Single,10,Continental,White,White,NULL,Blue Copper
Marans68,Marans,1,361,2680,Brown,31.09,128,1,Single,9,Continental,White,White,NULL,Blue
Marans68,Marans,2,361,2680,Brown,31.09,128,1,Single,9,Continental,White,White,NULL,Blue
Marans68,Marans,3,361,2680,Brown,31.09,128,1,Single,9,Continental,White,White,NULL,Blue
Marans68,Marans,4,361,2680,Brown,31.09,128,1,Single,9,Continental,White,White,NULL,Blue
Marans68,Marans,5,361,2680,Brown,31.09,128,1,Single,9,Continental,White,White,NULL,Blue
Marans69,Marans,1,802,1920,Brown,30.47,125,1,Single,8,Continental,White,White,NULL,Splash Copper
Marans69,Marans,2,802,1920,Brown,30.47,125,1,Single,8,Continental,White,White,NULL,Splash Copper
Marans69,Marans,3,802,1920,Brown,30.47,125,1,Single,8,Continental,White,White,NULL,Splash Copper
Marans69,Marans,4,802,1920,Brown,30.47,125,1,Single,8,Continental,White,White,NULL,Splash Copper
Marans69,Marans,5,802,1920,Brown,30.47,125,1,Single,8,Continental,White,White,NULL,Splash Copper
Marans70,Marans,1,761,1800,Brown,37.33,127,1,Single,8,Continental,White,White,NULL,Blue Copper
Marans70,Marans,2,761,1800,Brown,37.33,127,1,Single,8,Continental,White,White,NULL,Blue Copper
Marans70,Marans,3,761,1800,Brown,37.33,127,1,Single,8,Continental,White,White,NULL,Blue Copper
Marans70,Marans,4,761,1800,Brown,37.33,127,1,Single,8,Continental,White,White,NULL,Blue Copper
Marans70,Marans,5,761,1800,Brown,37.33,127,1,Single,8,Continental,White,White,NULL,Blue Copper
Marans71,Marans,1,825,2690,Brown,54.3,123,1,Single,10,Continental,White,White,NULL,Blue
Marans71,Marans,2,825,2690,Brown,54.3,123,1,Single,10,Continental,White,White,NULL,Blue
Marans71,Marans,3,825,2690,Brown,54.3,123,1,Single,10,Continental,White,White,NULL,Blue
Marans71,Marans,4,825,2690,Brown,54.3,123,1,Single,10,Continental,White,White,NULL,Blue
Marans71,Marans,5,825,2690,Brown,54.3,123,1,Single,10,Continental,White,White,NULL,Blue
Marans72,Marans,1,694,2230,Brown,49.18,117,1,Single,10,Continental,White,White,NULL,Blue
Marans72,Marans,2,694,2230,Brown,49.18,117,1,Single,10,Continental,White,White,NULL,Blue
Marans72,Marans,3,694,2230,Brown,49.18,117,1,Single,10,Continental,White,White,NULL,Blue
Marans72,Marans,4,694,2230,Brown,49.18,117,1,Single,10,Continental,White,White,NULL,Blue
Marans72,Marans,5,694,2230,Brown,49.18,117,1,Single,10,Continental,White,White,NULL,Blue
Marans73,Marans,1,933,2850,Brown,33.56,127,1,Single,10,Continental,White,White,NULL,Blue Copper
Marans73,Marans,2,933,2850,Brown,33.56,127,1,Single,10,Continental,White,White,NULL,Blue Copper
Marans73,Marans,3,933,2850,Brown,33.56,127,1,Single,10,Continental,White,White,NULL,Blue Copper
Marans73,Marans,4,933,2850,Brown,33.56,127,1,Single,10,Continental,White,White,NULL,Blue Copper
Marans73,Marans,5,933,2850,Brown,33.56,127,1,Single,10,Continental,White,White,NULL,Blue Copper
Marans74,Marans,1,400,1890,Brown,47.43,105,1,Single,7,Continental,White,White,NULL,Splash
Marans74,Marans,2,400,1890,Brown,47.43,105,1,Single,7,Continental,White,White,NULL,Splash
Marans74,Marans,3,400,1890,Brown,47.43,105,1,Single,7,Continental,White,White,NULL,Splash
Marans74,Marans,4,400,1890,Brown,47.43,105,1,Single,7,Continental,White,White,NULL,Splash
Marans74,Marans,5,400,1890,Brown,47.43,105,1,Single,7,Continental,White,White,NULL,Splash
Marans75,Marans,1,76,2080,Brown,36.64,112,1,Single,9,Continental,White,White,NULL,Splash
Marans75,Marans,2,76,2080,Brown,36.64,112,1,Single,9,Continental,White,White,NULL,Splash
Marans75,Marans,3,76,2080,Brown,36.64,112,1,Single,9,Continental,White,White,NULL,Splash
Marans75,Marans,4,76,2080,Brown,36.64,112,1,Single,9,Continental,White,White,NULL,Splash
Marans75,Marans,5,76,2080,Brown,36.64,112,1,Single,9,Continental,White,White,NULL,Splash
Marans76,Marans,1,332,2140,Brown,52.85,120,1,Single,8,Continental,White,White,NULL,Splash
Marans76,Marans,2,332,2140,Brown,52.85,120,1,Single,8,Continental,White,White,NULL,Splash
Marans76,Marans,3,332,2140,Brown,52.85,120,1,Single,8,Continental,White,White,NULL,Splash
Marans76,Marans,4,332,2140,Brown,52.85,120,1,Single,8,Continental,White,White,NULL,Splash
Marans76,Marans,5,332,2140,Brown,52.85,120,1,Single,8,Continental,White,White,NULL,Splash
Marans77,Marans,1,681,2060,Brown,34.6,129,1,Single,8,Continental,White,White,NULL,Blue Copper
Marans77,Marans,2,681,2060,Brown,34.6,129,1,Single,8,Continental,White,White,NULL,Blue Copper
Marans77,Marans,3,681,2060,Brown,34.6,129,1,Single,8,Continental,White,White,NULL,Blue Copper
Marans77,Marans,4,681,2060,Brown,34.6,129,1,Single,8,Continental,White,White,NULL,Blue Copper
Marans77,Marans,5,681,2060,Brown,34.6,129,1,Single,8,Continental,White,White,NULL,Blue Copper
Marans78,Marans,1,344,2790,Brown,31.87,108,1,Single,9,Continental,White,White,NULL,Splash Copper
Marans78,Marans,2,344,2790,Brown,31.87,108,1,Single,9,Continental,White,White,NULL,Splash Copper
Marans78,Marans,3,344,2790,Brown,31.87,108,1,Single,9,Continental,White,White,NULL,Splash Copper
Marans78,Marans,4,344,2790,Brown,31.87,108,1,Single,9,Continental,White,White,NULL,Splash Copper
Marans78,Marans,5,344,2790,Brown,31.87,108,1,Single,9,Continental,White,White,NULL,Splash Copper
Marans79,Marans,1,617,1700,Brown,32.34,113,1,Single,7,Continental,White,White,NULL,Splash Copper
Marans79,Marans,2,617,1700,Brown,32.34,113,1,Single,7,Continental,White,White,NULL,Splash Copper
Marans79,Marans,3,617,1700,Brown,32.34,113,1,Single,7,Continental,White,White,NULL,Splash Copper
Marans79,Marans,4,617,1700,Brown,32.34,113,1,Single,7,Continental,White,White,NULL,Splash Copper
Marans79,Marans,5,617,1700,Brown,32.34,113,1,Single,7,Continental,White,White,NULL,Splash Copper
Marans80,Marans,1,91,1820,Brown,45.25,108,1,Single,9,Continental,White,White,NULL,Blue Copper
Marans80,Marans,2,91,1820,Brown,45.25,108,1,Single,9,Continental,White,White,NULL,Blue Copper
Marans80,Marans,3,91,1820,Brown,45.25,108,1,Single,9,Continental,White,White,NULL,Blue Copper
Marans80,Marans,4,91,1820,Brown,45.25,108,1,Single,9,Continental,White,White,NULL,Blue Copper
Marans80,Marans,5,91,1820,Brown,45.25,108,1,Single,9,Continental,White,White,NULL,Blue Copper
Marans81,Marans,1,568,1520,Brown,52.35,119,1,Single,9,Continental,White,White,NULL,Splash Copper
Marans81,Marans,2,568,1520,Brown,52.35,119,1,Single,9,Continental,White,White,NULL,Splash Copper
Marans81,Marans,3,568,1520,Brown,52.35,119,1,Single,9,Continental,White,White,NULL,Splash Copper
Marans81,Marans,4,568,1520,Brown,52.35,119,1,Single,9,Continental,White,White,NULL,Splash Copper
Marans81,Marans,5,568,1520,Brown,52.35,119,1,Single,9,Continental,White,White,NULL,Splash Copper
Marans82,Marans,1,187,1650,Brown,45.24,107,1,Single,9,Continental,White,White,NULL,Splash Copper
Marans82,Marans,2,187,1650,Brown,45.24,107,1,Single,9,Continental,White,White,NULL,Splash Copper
Marans82,Marans,3,187,1650,Brown,45.24,107,1,Single,9,Continental,White,White,NULL,Splash Copper
Marans82,Marans,4,187,1650,Brown,45.24,107,1,Single,9,Continental,White,White,NULL,Splash Copper
Marans82,Marans,5,187,1650,Brown,45.24,107,1,Single,9,Continental,White,White,NULL,Splash Copper
Marans83,Marans,1,840,2300,Brown,40.4,128,1,Single,7,Continental,White,White,NULL,Splash
Marans83,Marans,2,840,2300,Brown,40.4,128,1,Single,7,Continental,White,White,NULL,Splash
Marans83,Marans,3,840,2300,Brown,40.4,128,1,Single,7,Continental,White,White,NULL,Splash
Marans83,Marans,4,840,2300,Brown,40.4,128,1,Single,7,Continental,White,White,NULL,Splash
Marans83,Marans,5,840,2300,Brown,40.4,128,1,Single,7,Continental,White,White,NULL,Splash
Marans84,Marans,1,224,2540,Brown,38.82,129,1,Single,9,Continental,White,White,NULL,Splash Copper
Marans84,Marans,2,224,2540,Brown,38.82,129,1,Single,9,Continental,White,White,NULL,Splash Copper
Marans84,Marans,3,224,2540,Brown,38.82,129,1,Single,9,Continental,White,White,NULL,Splash Copper
Marans84,Marans,4,224,2540,Brown,38.82,129,1,Single,9,Continental,White,White,NULL,Splash Copper
Marans84,Marans,5,224,2540,Brown,38.82,129,1,Single,9,Continental,White,White,NULL,Splash Copper
Marans85,Marans,1,201,2540,Brown,40.95,112,1,Single,9,Continental,White,White,NULL,Blue Copper
Marans85,Marans,2,201,2540,Brown,40.95,112,1,Single,9,Continental,White,White,NULL,Blue Copper
Marans85,Marans,3,201,2540,Brown,40.95,112,1,Single,9,Continental,White,White,NULL,Blue Copper
Marans85,Marans,4,201,2540,Brown,40.95,112,1,Single,9,Continental,White,White,NULL,Blue Copper
Marans85,Marans,5,201,2540,Brown,40.95,112,1,Single,9,Continental,White,White,NULL,Blue Copper
Marans86,Marans,1,612,1630,Brown,50.91,117,1,Single,8,Continental,White,White,NULL,Splash
Marans86,Marans,2,612,1630,Brown,50.91,117,1,Single,8,Continental,White,White,NULL,Splash
Marans86,Marans,3,612,1630,Brown,50.91,117,1,Single,8,Continental,White,White,NULL,Splash
Marans86,Marans,4,612,1630,Brown,50.91,117,1,Single,8,Continental,White,White,NULL,Splash
Marans86,Marans,5,612,1630,Brown,50.91,117,1,Single,8,Continental,White,White,NULL,Splash
Marans87,Marans,1,102,2320,Brown,54.47,107,1,Single,8,Continental,White,White,NULL,Splash Copper
Marans87,Marans,2,102,2320,Brown,54.47,107,1,Single,8,Continental,White,White,NULL,Splash Copper
Marans87,Marans,3,102,2320,Brown,54.47,107,1,Single,8,Continental,White,White,NULL,Splash Copper
Marans87,Marans,4,102,2320,Brown,54.47,107,1,Single,8,Continental,White,White,NULL,Splash Copper
Marans87,Marans,5,102,2320,Brown,54.47,107,1,Single,8,Continental,White,White,NULL,Splash Copper
Marans88,Marans,1,594,2250,Brown,47.18,106,1,Single,8,Continental,White,White,NULL,Blue Copper
Marans88,Marans,2,594,2250,Brown,47.18,106,1,Single,8,Continental,White,White,NULL,Blue Copper
Marans88,Marans,3,594,2250,Brown,47.18,106,1,Single,8,Continental,White,White,NULL,Blue Copper
Marans88,Marans,4,594,2250,Brown,47.18,106,1,Single,8,Continental,White,White,NULL,Blue Copper
Marans88,Marans,5,594,2250,Brown,47.18,106,1,Single,8,Continental,White,White,NULL,Blue Copper
Marans89,Marans,1,801,2100,Brown,46.74,123,1,Single,10,Continental,White,White,NULL,Splash Copper
Marans89,Marans,2,801,2100,Brown,46.74,123,1,Single,10,Continental,White,White,NULL,Splash Copper
Marans89,Marans,3,801,2100,Brown,46.74,123,1,Single,10,Continental,White,White,NULL,Splash Copper
Marans89,Marans,4,801,2100,Brown,46.74,123,1,Single,10,Continental,White,White,NULL,Splash Copper
Marans89,Marans,5,801,2100,Brown,46.74,123,1,Single,10,Continental,White,White,NULL,Splash Copper
Marans90,Marans,1,447,2880,Brown,48.56,120,1,Single,7,Continental,White,White,NULL,Splash
Marans90,Marans,2,447,2880,Brown,48.56,120,1,Single,7,Continental,White,White,NULL,Splash
Marans90,Marans,3,447,2880,Brown,48.56,120,1,Single,7,Continental,White,White,NULL,Splash
Marans90,Marans,4,447,2880,Brown,48.56,120,1,Single,7,Continental,White,White,NULL,Splash
Marans90,Marans,5,447,2880,Brown,48.56,120,1,Single,7,Continental,White,White,NULL,Splash
Marans91,Marans,1,358,2150,Brown,50.75,117,1,Single,10,Continental,White,White,NULL,Splash Copper
Marans91,Marans,2,358,2150,Brown,50.75,117,1,Single,10,Continental,White,White,NULL,Splash Copper
Marans91,Marans,3,358,2150,Brown,50.75,117,1,Single,10,Continental,White,White,NULL,Splash Copper
Marans91,Marans,4,358,2150,Brown,50.75,117,1,Single,10,Continental,White,White,NULL,Splash Copper
Marans91,Marans,5,358,2150,Brown,50.75,117,1,Single,10,Continental,White,White,NULL,Splash Copper
Marans92,Marans,1,692,2810,Brown,45.84,127,1,Single,9,Continental,White,White,NULL,Blue
Marans92,Marans,2,692,2810,Brown,45.84,127,1,Single,9,Continental,White,White,NULL,Blue
Marans92,Marans,3,692,2810,Brown,45.84,127,1,Single,9,Continental,White,White,NULL,Blue
Marans92,Marans,4,692,2810,Brown,45.84,127,1,Single,9,Continental,White,White,NULL,Blue
Marans92,Marans,5,692,2810,Brown,45.84,127,1,Single,9,Continental,White,White,NULL,Blue
Marans93,Marans,1,939,1600,Brown,40.03,117,1,Single,8,Continental,White,White,NULL,Splash
Marans93,Marans,2,939,1600,Brown,40.03,117,1,Single,8,Continental,White,White,NULL,Splash
Marans93,Marans,3,939,1600,Brown,40.03,117,1,Single,8,Continental,White,White,NULL,Splash
Marans93,Marans,4,939,1600,Brown,40.03,117,1,Single,8,Continental,White,White,NULL,Splash
Marans93,Marans,5,939,1600,Brown,40.03,117,1,Single,8,Continental,White,White,NULL,Splash
Marans94,Marans,1,732,2910,Brown,47.74,114,1,Single,8,Continental,White,White,NULL,Splash Copper
Marans94,Marans,2,732,2910,Brown,47.74,114,1,Single,8,Continental,White,White,NULL,Splash Copper
Marans94,Marans,3,732,2910,Brown,47.74,114,1,Single,8,Continental,White,White,NULL,Splash Copper
Marans94,Marans,4,732,2910,Brown,47.74,114,1,Single,8,Continental,White,White,NULL,Splash Copper
Marans94,Marans,5,732,2910,Brown,47.74,114,1,Single,8,Continental,White,White,NULL,Splash Copper
Marans95,Marans,1,591,2980,Brown,34.3,116,1,Single,7,Continental,White,White,NULL,Blue
Marans95,Marans,2,591,2980,Brown,34.3,116,1,Single,7,Continental,White,White,NULL,Blue
Marans95,Marans,3,591,2980,Brown,34.3,116,1,Single,7,Continental,White,White,NULL,Blue
Marans95,Marans,4,591,2980,Brown,34.3,116,1,Single,7,Continental,White,White,NULL,Blue
Marans95,Marans,5,591,2980,Brown,34.3,116,1,Single,7,Continental,White,White,NULL,Blue
Marans96,Marans,1,589,1890,Brown,37.9,115,1,Single,8,Continental,White,White,NULL,Splash
Marans96,Marans,2,589,1890,Brown,37.9,115,1,Single,8,Continental,White,White,NULL,Splash
Marans96,Marans,3,589,1890,Brown,37.9,115,1,Single,8,Continental,White,White,NULL,Splash
Marans96,Marans,4,589,1890,Brown,37.9,115,1,Single,8,Continental,White,White,NULL,Splash
Marans96,Marans,5,589,1890,Brown,37.9,115,1,Single,8,Continental,White,White,NULL,Splash
Marans97,Marans,1,72,2040,Brown,46.32,110,1,Single,7,Continental,White,White,NULL,Blue Copper
Marans97,Marans,2,72,2040,Brown,46.32,110,1,Single,7,Continental,White,White,NULL,Blue Copper
Marans97,Marans,3,72,2040,Brown,46.32,110,1,Single,7,Continental,White,White,NULL,Blue Copper
Marans97,Marans,4,72,2040,Brown,46.32,110,1,Single,7,Continental,White,White,NULL,Blue Copper
Marans97,Marans,5,72,2040,Brown,46.32,110,1,Single,7,Continental,White,White,NULL,Blue Copper
Marans98,Marans,1,393,1940,Brown,43.21,107,1,Single,10,Continental,White,White,NULL,Blue Copper
Marans98,Marans,2,393,1940,Brown,43.21,107,1,Single,10,Continental,White,White,NULL,Blue Copper
Marans98,Marans,3,393,1940,Brown,43.21,107,1,Single,10,Continental,White,White,NULL,Blue Copper
Marans98,Marans,4,393,1940,Brown,43.21,107,1,Single,10,Continental,White,White,NULL,Blue Copper
Marans98,Marans,5,393,1940,Brown,43.21,107,1,Single,10,Continental,White,White,NULL,Blue Copper
Marans99,Marans,1,94,2110,Brown,34.58,113,1,Single,9,Continental,White,White,NULL,Splash
Marans99,Marans,2,94,2110,Brown,34.58,113,1,Single,9,Continental,White,White,NULL,Splash
Marans99,Marans,3,94,2110,Brown,34.58,113,1,Single,9,Continental,White,White,NULL,Splash
Marans99,Marans,4,94,2110,Brown,34.58,113,1,Single,9,Continental,White,White,NULL,Splash
Marans99,Marans,5,94,2110,Brown,34.58,113,1,Single,9,Continental,White,White,NULL,Splash
Marans100,Marans,1,699,2690,Brown,44.34,107,1,Single,7,Continental,White,White,NULL,Splash
Marans100,Marans,2,699,2690,Brown,44.34,107,1,Single,7,Continental,White,White,NULL,Splash
Marans100,Marans,3,699,2690,Brown,44.34,107,1,Single,7,Continental,White,White,NULL,Splash
Marans100,Marans,4,699,2690,Brown,44.34,107,1,Single,7,Continental,White,White,NULL,Splash
Marans100,Marans,5,699,2690,Brown,44.34,107,1,Single,7,Continental,White,White,NULL,Splash
Marans101,Marans,1,294,2350,Brown,31.37,108,1,Single,9,Continental,White,White,NULL,Blue Copper
Marans101,Marans,2,294,2350,Brown,31.37,108,1,Single,9,Continental,White,White,NULL,Blue Copper
Marans101,Marans,3,294,2350,Brown,31.37,108,1,Single,9,Continental,White,White,NULL,Blue Copper
Marans101,Marans,4,294,2350,Brown,31.37,108,1,Single,9,Continental,White,White,NULL,Blue Copper
